"win_rate_pct","r_multiple","avg_profit_jpy","avg_loss_jpy","n_trades_total","n_days_traded","max_consecutive_losing_days","max_drawdown_pct","account_size_jpy","position_size_pct"
70.13,0.807,301577,-373637,1426,231,6,100,12477234,2
